Epi_date_v3,Year,Cases,7_Day_Average,Cumulative_Cases,AsOf
09/30/2023,2023,5.0,4.857142925262451,31014.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/01/2023,2023,4.0,5.0,31018.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/02/2023,2023,8.0,5.285714149475098,31026.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/03/2023,2023,6.0,5.285714149475098,31032.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/04/2023,2023,5.0,5.714285850524902,31037.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/05/2023,2023,15.0,6.714285850524902,31052.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/06/2023,2023,6.0,7.0,31058.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/07/2023,2023,9.0,7.5714287757873535,31067.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/08/2023,2023,8.0,8.142857551574707,31075.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/09/2023,2023,6.0,7.857142925262451,31081.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/10/2023,2023,7.0,8.0,31088.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/11/2023,2023,7.0,8.285714149475098,31095.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/12/2023,2023,11.0,7.714285850524902,31106.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/13/2023,2023,18.0,9.428571701049805,31124.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/14/2023,2023,7.0,9.142857551574707,31131.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/15/2023,2023,8.0,9.142857551574707,31139.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/16/2023,2023,11.0,9.857142448425293,31150.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/17/2023,2023,9.0,10.142857551574707,31159.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/18/2023,2023,2.0,9.428571701049805,31161.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/19/2023,2023,10.0,9.285714149475098,31171.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/20/2023,2023,13.0,8.571428298950195,31184.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/21/2023,2023,12.0,9.285714149475098,31196.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/22/2023,2023,4.0,8.714285850524902,31200.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/23/2023,2023,9.0,8.428571701049805,31209.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/24/2023,2023,10.0,8.571428298950195,31219.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/25/2023,2023,9.0,9.571428298950195,31228.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/26/2023,2023,13.0,10.0,31241.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/27/2023,2023,11.0,9.714285850524902,31252.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/28/2023,2023,5.0,8.714285850524902,31257.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/29/2023,2023,8.0,9.285714149475098,31265.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/30/2023,2023,9.0,9.285714149475098,31274.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/31/2023,2023,6.0,8.714285850524902,31280.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/01/2023,2023,8.0,8.571428298950195,31288.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/02/2023,2023,5.0,7.4285712242126465,31293.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/03/2023,2023,11.0,7.4285712242126465,31304.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/04/2023,2023,11.0,8.285714149475098,31315.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/05/2023,2023,4.0,7.714285850524902,31319.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/06/2023,2023,15.0,8.571428298950195,31334.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/07/2023,2023,11.0,9.285714149475098,31345.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/08/2023,2023,11.0,9.714285850524902,31356.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/09/2023,2023,15.0,11.142857551574707,31371.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/10/2023,2023,8.0,10.714285850524902,31379.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/11/2023,2023,9.0,10.428571701049805,31388.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/12/2023,2023,11.0,11.428571701049805,31399.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/13/2023,2023,11.0,10.857142448425293,31410.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/14/2023,2023,12.0,11.0,31422.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/15/2023,2023,11.0,11.0,31433.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/16/2023,2023,11.0,10.428571701049805,31444.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/17/2023,2023,8.0,10.428571701049805,31452.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/18/2023,2023,8.0,10.285714149475098,31460.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/19/2023,2023,7.0,9.714285850524902,31467.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/20/2023,2023,9.0,9.428571701049805,31476.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/21/2023,2023,12.0,9.428571701049805,31488.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/22/2023,2023,13.0,9.714285850524902,31501.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/23/2023,2023,6.0,9.0,31507.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/24/2023,2023,6.0,8.714285850524902,31513.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/25/2023,2023,6.0,8.428571701049805,31519.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/26/2023,2023,6.0,8.285714149475098,31525.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/27/2023,2023,15.0,9.142857551574707,31540.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/28/2023,2023,15.0,9.571428298950195,31555.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/29/2023,2023,8.0,8.857142448425293,31563.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/30/2023,2023,6.0,8.857142448425293,31569.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/01/2023,2023,8.0,9.142857551574707,31577.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/02/2023,2023,6.0,9.142857551574707,31583.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/03/2023,2023,10.0,9.714285850524902,31593.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/04/2023,2023,7.0,8.571428298950195,31600.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/05/2023,2023,8.0,7.5714287757873535,31608.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/06/2023,2023,9.0,7.714285850524902,31617.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/07/2023,2023,15.0,9.0,31632.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/08/2023,2023,10.0,9.285714149475098,31642.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/09/2023,2023,11.0,10.0,31653.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/10/2023,2023,12.0,10.285714149475098,31665.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/11/2023,2023,9.0,10.571428298950195,31674.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/12/2023,2023,5.0,10.142857551574707,31679.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/13/2023,2023,6.0,9.714285850524902,31685.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/14/2023,2023,5.0,8.285714149475098,31690.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/15/2023,2023,11.0,8.428571701049805,31701.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/16/2023,2023,6.0,7.714285850524902,31707.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/17/2023,2023,7.0,7.0,31714.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/18/2023,2023,14.0,7.714285850524902,31728.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/19/2023,2023,5.0,7.714285850524902,31733.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/20/2023,2023,7.0,7.857142925262451,31740.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/21/2023,2023,10.0,8.571428298950195,31750.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/22/2023,2023,4.0,7.5714287757873535,31754.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/23/2023,2023,14.0,8.714285850524902,31768.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/24/2023,2023,7.0,8.714285850524902,31775.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/25/2023,2023,9.0,8.0,31784.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/26/2023,2023,14.0,9.285714149475098,31798.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/27/2023,2023,4.0,8.857142448425293,31802.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/28/2023,2023,7.0,8.428571701049805,31809.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/29/2023,2023,7.0,8.857142448425293,31816.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/30/2023,2023,8.0,8.0,31824.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/31/2023,2023,3.0,7.4285712242126465,31827.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/01/2024,2024,6.0,7.0,31833.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/02/2024,2024,7.0,6.0,31840.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/03/2024,2024,10.0,6.857142925262451,31850.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/04/2024,2024,5.0,6.5714287757873535,31855.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/05/2024,2024,9.0,6.857142925262451,31864.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/06/2024,2024,6.0,6.5714287757873535,31870.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/07/2024,2024,6.0,7.0,31876.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/08/2024,2024,6.0,7.0,31882.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/09/2024,2024,5.0,6.714285850524902,31887.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/10/2024,2024,14.0,7.285714149475098,31901.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/11/2024,2024,3.0,7.0,31904.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/12/2024,2024,11.0,7.285714149475098,31915.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/13/2024,2024,13.0,8.285714149475098,31928.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/14/2024,2024,6.0,8.285714149475098,31934.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/15/2024,2024,12.0,9.142857551574707,31946.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/16/2024,2024,13.0,10.285714149475098,31959.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/17/2024,2024,10.0,9.714285850524902,31969.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/18/2024,2024,9.0,10.571428298950195,31978.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/19/2024,2024,10.0,10.428571701049805,31988.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/20/2024,2024,11.0,10.142857551574707,31999.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/21/2024,2024,4.0,9.857142448425293,32003.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/22/2024,2024,11.0,9.714285850524902,32014.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/23/2024,2024,5.0,8.571428298950195,32019.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/24/2024,2024,8.0,8.285714149475098,32027.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/25/2024,2024,4.0,7.5714287757873535,32031.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/26/2024,2024,12.0,7.857142925262451,32043.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/27/2024,2024,8.0,7.4285712242126465,32051.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/28/2024,2024,6.0,7.714285850524902,32057.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/29/2024,2024,15.0,8.285714149475098,32072.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/30/2024,2024,16.0,9.857142448425293,32088.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/31/2024,2024,14.0,10.714285850524902,32102.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/01/2024,2024,12.0,11.857142448425293,32114.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/02/2024,2024,14.0,12.142857551574707,32128.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/03/2024,2024,11.0,12.571428298950195,32139.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/04/2024,2024,7.0,12.714285850524902,32146.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/05/2024,2024,16.0,12.857142448425293,32162.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/06/2024,2024,5.0,11.285714149475098,32167.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/07/2024,2024,8.0,10.428571701049805,32175.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/08/2024,2024,7.0,9.714285850524902,32182.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/09/2024,2024,10.0,9.142857551574707,32192.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/10/2024,2024,7.0,8.571428298950195,32199.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/11/2024,2024,11.0,9.142857551574707,32210.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/12/2024,2024,9.0,8.142857551574707,32219.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/13/2024,2024,11.0,9.0,32230.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/14/2024,2024,6.0,8.714285850524902,32236.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/15/2024,2024,8.0,8.857142448425293,32244.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/16/2024,2024,9.0,8.714285850524902,32253.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/17/2024,2024,11.0,9.285714149475098,32264.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/18/2024,2024,11.0,9.285714149475098,32275.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/19/2024,2024,11.0,9.571428298950195,32286.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/20/2024,2024,9.0,9.285714149475098,32295.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/21/2024,2024,5.0,9.142857551574707,32300.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/22/2024,2024,10.0,9.428571701049805,32310.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/23/2024,2024,7.0,9.142857551574707,32317.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/24/2024,2024,6.0,8.428571701049805,32323.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/25/2024,2024,7.0,7.857142925262451,32330.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/26/2024,2024,10.0,7.714285850524902,32340.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/27/2024,2024,9.0,7.714285850524902,32349.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/28/2024,2024,14.0,9.0,32363.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
02/29/2024,2024,12.0,9.285714149475098,32375.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/01/2024,2024,17.0,10.714285850524902,32392.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/02/2024,2024,6.0,10.714285850524902,32398.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/03/2024,2024,10.0,11.142857551574707,32408.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/04/2024,2024,9.0,11.0,32417.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/05/2024,2024,10.0,11.142857551574707,32427.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/06/2024,2024,16.0,11.428571701049805,32443.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/07/2024,2024,9.0,11.0,32452.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/08/2024,2024,5.0,9.285714149475098,32457.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/09/2024,2024,15.0,10.571428298950195,32472.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/10/2024,2024,20.0,12.0,32492.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/11/2024,2024,10.0,12.142857551574707,32502.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/12/2024,2024,10.0,12.142857551574707,32512.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/13/2024,2024,10.0,11.285714149475098,32522.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/14/2024,2024,16.0,12.285714149475098,32538.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/15/2024,2024,10.0,13.0,32548.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/16/2024,2024,6.0,11.714285850524902,32554.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/17/2024,2024,9.0,10.142857551574707,32563.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/18/2024,2024,15.0,10.857142448425293,32578.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/19/2024,2024,2.0,9.714285850524902,32580.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/20/2024,2024,10.0,9.714285850524902,32590.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/21/2024,2024,6.0,8.285714149475098,32596.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/22/2024,2024,7.0,7.857142925262451,32603.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/23/2024,2024,2.0,7.285714149475098,32605.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/24/2024,2024,4.0,6.5714287757873535,32609.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/25/2024,2024,10.0,5.857142925262451,32619.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/26/2024,2024,13.0,7.4285712242126465,32632.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/27/2024,2024,9.0,7.285714149475098,32641.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/28/2024,2024,11.0,8.0,32652.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/29/2024,2024,9.0,8.285714149475098,32661.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/30/2024,2024,4.0,8.571428298950195,32665.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
03/31/2024,2024,5.0,8.714285850524902,32670.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/01/2024,2024,6.0,8.142857551574707,32676.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/02/2024,2024,12.0,8.0,32688.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/03/2024,2024,7.0,7.714285850524902,32695.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/04/2024,2024,4.0,6.714285850524902,32699.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/05/2024,2024,8.0,6.5714287757873535,32707.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/06/2024,2024,5.0,6.714285850524902,32712.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/07/2024,2024,6.0,6.857142925262451,32718.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/08/2024,2024,14.0,8.0,32732.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/09/2024,2024,8.0,7.4285712242126465,32740.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/10/2024,2024,14.0,8.428571701049805,32754.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/11/2024,2024,5.0,8.571428298950195,32759.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/12/2024,2024,11.0,9.0,32770.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/13/2024,2024,8.0,9.428571701049805,32778.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/14/2024,2024,15.0,10.714285850524902,32793.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/15/2024,2024,9.0,10.0,32802.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/16/2024,2024,10.0,10.285714149475098,32812.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/17/2024,2024,10.0,9.714285850524902,32822.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/18/2024,2024,9.0,10.285714149475098,32831.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/19/2024,2024,10.0,10.142857551574707,32841.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/20/2024,2024,11.0,10.571428298950195,32852.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/21/2024,2024,12.0,10.142857551574707,32864.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/22/2024,2024,15.0,11.0,32879.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/23/2024,2024,13.0,11.428571701049805,32892.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/24/2024,2024,8.0,11.142857551574707,32900.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/25/2024,2024,11.0,11.428571701049805,32911.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/26/2024,2024,12.0,11.714285850524902,32923.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/27/2024,2024,7.0,11.142857551574707,32930.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/28/2024,2024,6.0,10.285714149475098,32936.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/29/2024,2024,8.0,9.285714149475098,32944.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
04/30/2024,2024,6.0,8.285714149475098,32950.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/01/2024,2024,9.0,8.428571701049805,32959.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/02/2024,2024,3.0,7.285714149475098,32962.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/03/2024,2024,6.0,6.4285712242126465,32968.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/04/2024,2024,10.0,6.857142925262451,32978.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/05/2024,2024,8.0,7.142857074737549,32986.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/06/2024,2024,8.0,7.142857074737549,32994.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/07/2024,2024,12.0,8.0,33006.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/08/2024,2024,8.0,7.857142925262451,33014.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/09/2024,2024,5.0,8.142857551574707,33019.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/10/2024,2024,6.0,8.142857551574707,33025.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/11/2024,2024,7.0,7.714285850524902,33032.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/12/2024,2024,5.0,7.285714149475098,33037.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/13/2024,2024,10.0,7.5714287757873535,33047.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/14/2024,2024,6.0,6.714285850524902,33053.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/15/2024,2024,5.0,6.285714149475098,33058.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/16/2024,2024,8.0,6.714285850524902,33066.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/17/2024,2024,6.0,6.714285850524902,33072.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/18/2024,2024,8.0,6.857142925262451,33080.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/19/2024,2024,6.0,7.0,33086.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/20/2024,2024,11.0,7.142857074737549,33097.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/21/2024,2024,8.0,7.4285712242126465,33105.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/22/2024,2024,8.0,7.857142925262451,33113.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/23/2024,2024,4.0,7.285714149475098,33117.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/24/2024,2024,9.0,7.714285850524902,33126.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
