Epi_date_v3,Year,Cases,7_Day_Average,Cumulative_Cases,AsOf
05/25/2024,2024,11.0,8.142857551574707,33137.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/26/2024,2024,5.0,8.0,33142.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/27/2024,2024,7.0,7.4285712242126465,33149.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/28/2024,2024,12.0,8.0,33161.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/29/2024,2024,8.0,8.0,33169.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/30/2024,2024,10.0,8.857142448425293,33179.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
05/31/2024,2024,7.0,8.571428298950195,33186.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/01/2024,2024,7.0,8.0,33193.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/02/2024,2024,6.0,8.142857551574707,33199.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/03/2024,2024,13.0,9.0,33212.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/04/2024,2024,6.0,8.142857551574707,33218.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/05/2024,2024,14.0,9.0,33232.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/06/2024,2024,8.0,8.714285850524902,33240.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/07/2024,2024,8.0,8.857142448425293,33248.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/08/2024,2024,8.0,9.0,33256.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/09/2024,2024,10.0,9.571428298950195,33266.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/10/2024,2024,12.0,9.428571701049805,33278.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/11/2024,2024,17.0,11.0,33295.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/12/2024,2024,5.0,9.714285850524902,33300.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/13/2024,2024,7.0,9.571428298950195,33307.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/14/2024,2024,10.0,9.857142448425293,33317.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/15/2024,2024,12.0,10.428571701049805,33329.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/16/2024,2024,7.0,10.0,33336.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/17/2024,2024,8.0,9.428571701049805,33344.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/18/2024,2024,6.0,7.857142925262451,33350.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/19/2024,2024,4.0,7.714285850524902,33354.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/20/2024,2024,9.0,8.0,33363.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/21/2024,2024,11.0,8.142857551574707,33374.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/22/2024,2024,4.0,7.0,33378.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/23/2024,2024,6.0,6.857142925262451,33384.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/24/2024,2024,8.0,6.857142925262451,33392.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/25/2024,2024,8.0,7.142857074737549,33400.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/26/2024,2024,9.0,7.857142925262451,33409.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/27/2024,2024,10.0,8.0,33419.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/28/2024,2024,6.0,7.285714149475098,33425.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/29/2024,2024,5.0,7.4285712242126465,33430.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
06/30/2024,2024,8.0,7.714285850524902,33438.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/01/2024,2024,11.0,8.142857551574707,33449.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/02/2024,2024,6.0,7.857142925262451,33455.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/03/2024,2024,8.0,7.714285850524902,33463.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/04/2024,2024,7.0,7.285714149475098,33470.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/05/2024,2024,8.0,7.5714287757873535,33478.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/06/2024,2024,5.0,7.5714287757873535,33483.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/07/2024,2024,12.0,8.142857551574707,33495.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/08/2024,2024,9.0,7.857142925262451,33504.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/09/2024,2024,11.0,8.571428298950195,33515.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/10/2024,2024,10.0,8.857142448425293,33525.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/11/2024,2024,9.0,9.142857551574707,33534.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/12/2024,2024,9.0,9.285714149475098,33543.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/13/2024,2024,5.0,9.285714149475098,33548.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/14/2024,2024,8.0,8.714285850524902,33556.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/15/2024,2024,21.0,10.428571701049805,33577.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/16/2024,2024,6.0,9.714285850524902,33583.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/17/2024,2024,9.0,9.571428298950195,33592.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/18/2024,2024,10.0,9.714285850524902,33602.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/19/2024,2024,4.0,9.0,33606.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/20/2024,2024,5.0,9.0,33611.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/21/2024,2024,7.0,8.857142448425293,33618.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/22/2024,2024,6.0,6.714285850524902,33624.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/23/2024,2024,7.0,6.857142925262451,33631.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/24/2024,2024,4.0,6.142857074737549,33635.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/25/2024,2024,8.0,5.857142925262451,33643.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/26/2024,2024,11.0,6.857142925262451,33654.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/27/2024,2024,3.0,6.5714287757873535,33657.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/28/2024,2024,9.0,6.857142925262451,33666.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/29/2024,2024,8.0,7.142857074737549,33674.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/30/2024,2024,9.0,7.4285712242126465,33683.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
07/31/2024,2024,7.0,7.857142925262451,33690.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/01/2024,2024,16.0,9.0,33706.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/02/2024,2024,7.0,8.428571701049805,33713.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/03/2024,2024,7.0,9.0,33720.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/04/2024,2024,6.0,8.571428298950195,33726.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/05/2024,2024,8.0,8.571428298950195,33734.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/06/2024,2024,7.0,8.285714149475098,33741.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/07/2024,2024,10.0,8.714285850524902,33751.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/08/2024,2024,7.0,7.4285712242126465,33758.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/09/2024,2024,8.0,7.5714287757873535,33766.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/10/2024,2024,8.0,7.714285850524902,33774.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/11/2024,2024,11.0,8.428571701049805,33785.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/12/2024,2024,18.0,9.857142448425293,33803.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/13/2024,2024,7.0,9.857142448425293,33810.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/14/2024,2024,9.0,9.714285850524902,33819.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/15/2024,2024,9.0,10.0,33828.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/16/2024,2024,11.0,10.428571701049805,33839.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/17/2024,2024,7.0,10.285714149475098,33846.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/18/2024,2024,9.0,10.0,33855.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/19/2024,2024,11.0,9.0,33866.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/20/2024,2024,9.0,9.285714149475098,33875.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/21/2024,2024,7.0,9.0,33882.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/22/2024,2024,11.0,9.285714149475098,33893.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/23/2024,2024,4.0,8.285714149475098,33897.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/24/2024,2024,15.0,9.428571701049805,33912.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/25/2024,2024,8.0,9.285714149475098,33920.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/26/2024,2024,10.0,9.142857551574707,33930.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/27/2024,2024,13.0,9.714285850524902,33943.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/28/2024,2024,7.0,9.714285850524902,33950.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/29/2024,2024,9.0,9.428571701049805,33959.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/30/2024,2024,11.0,10.428571701049805,33970.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
08/31/2024,2024,6.0,9.142857551574707,33976.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/01/2024,2024,8.0,9.142857551574707,33984.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/02/2024,2024,10.0,9.142857551574707,33994.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/03/2024,2024,13.0,9.142857551574707,34007.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/04/2024,2024,12.0,9.857142448425293,34019.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/05/2024,2024,12.0,10.285714149475098,34031.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/06/2024,2024,12.0,10.428571701049805,34043.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/07/2024,2024,11.0,11.142857551574707,34054.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/08/2024,2024,8.0,11.142857551574707,34062.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/09/2024,2024,14.0,11.714285850524902,34076.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/10/2024,2024,9.0,11.142857551574707,34085.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/11/2024,2024,9.0,10.714285850524902,34094.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/12/2024,2024,6.0,9.857142448425293,34100.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/13/2024,2024,6.0,9.0,34106.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/14/2024,2024,9.0,8.714285850524902,34115.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/15/2024,2024,0.0,7.5714287757873535,34115.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/16/2024,2024,5.0,6.285714149475098,34120.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/17/2024,2024,5.0,5.714285850524902,34125.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/18/2024,2024,11.0,6.0,34136.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/19/2024,2024,6.0,6.0,34142.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/20/2024,2024,11.0,6.714285850524902,34153.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/21/2024,2024,2.0,5.714285850524902,34155.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/22/2024,2024,8.0,6.857142925262451,34163.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/23/2024,2024,12.0,7.857142925262451,34175.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/24/2024,2024,6.0,8.0,34181.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/25/2024,2024,10.0,7.857142925262451,34191.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/26/2024,2024,10.0,8.428571701049805,34201.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/27/2024,2024,12.0,8.571428298950195,34213.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/28/2024,2024,6.0,9.142857551574707,34219.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/29/2024,2024,4.0,8.571428298950195,34223.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
09/30/2024,2024,7.0,7.857142925262451,34230.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/01/2024,2024,12.0,8.714285850524902,34242.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/02/2024,2024,8.0,8.428571701049805,34250.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/03/2024,2024,4.0,7.5714287757873535,34254.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/04/2024,2024,4.0,6.4285712242126465,34258.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/05/2024,2024,4.0,6.142857074737549,34262.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/06/2024,2024,5.0,6.285714149475098,34267.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/07/2024,2024,6.0,6.142857074737549,34273.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/08/2024,2024,12.0,6.142857074737549,34285.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/09/2024,2024,2.0,5.285714149475098,34287.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/10/2024,2024,5.0,5.4285712242126465,34292.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/11/2024,2024,4.0,5.4285712242126465,34296.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/12/2024,2024,3.0,5.285714149475098,34299.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/13/2024,2024,2.0,4.857142925262451,34301.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/14/2024,2024,4.0,4.5714287757873535,34305.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/15/2024,2024,5.0,3.5714285373687744,34310.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/16/2024,2024,5.0,4.0,34315.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/17/2024,2024,1.0,3.4285714626312256,34316.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/18/2024,2024,5.0,3.5714285373687744,34321.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/19/2024,2024,2.0,3.4285714626312256,34323.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/20/2024,2024,6.0,4.0,34329.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/21/2024,2024,6.0,4.285714149475098,34335.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/22/2024,2024,6.0,4.4285712242126465,34341.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/23/2024,2024,5.0,4.4285712242126465,34346.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/24/2024,2024,7.0,5.285714149475098,34353.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/25/2024,2024,7.0,5.5714287757873535,34360.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/26/2024,2024,3.0,5.714285850524902,34363.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/27/2024,2024,1.0,5.0,34364.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/28/2024,2024,2.0,4.4285712242126465,34366.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/29/2024,2024,6.0,4.4285712242126465,34372.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/30/2024,2024,7.0,4.714285850524902,34379.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
10/31/2024,2024,6.0,4.5714287757873535,34385.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/01/2024,2024,7.0,4.5714287757873535,34392.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/02/2024,2024,4.0,4.714285850524902,34396.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/03/2024,2024,3.0,5.0,34399.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/04/2024,2024,8.0,5.857142925262451,34407.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/05/2024,2024,5.0,5.714285850524902,34412.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/06/2024,2024,8.0,5.857142925262451,34420.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/07/2024,2024,4.0,5.5714287757873535,34424.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/08/2024,2024,4.0,5.142857074737549,34428.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/09/2024,2024,5.0,5.285714149475098,34433.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/10/2024,2024,5.0,5.5714287757873535,34438.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/11/2024,2024,8.0,5.5714287757873535,34446.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/12/2024,2024,5.0,5.5714287757873535,34451.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/13/2024,2024,2.0,4.714285850524902,34453.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/14/2024,2024,2.0,4.4285712242126465,34455.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/15/2024,2024,9.0,5.142857074737549,34464.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/16/2024,2024,7.0,5.4285712242126465,34471.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/17/2024,2024,4.0,5.285714149475098,34475.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/18/2024,2024,6.0,5.0,34481.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/19/2024,2024,4.0,4.857142925262451,34485.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/20/2024,2024,3.0,5.0,34488.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/21/2024,2024,7.0,5.714285850524902,34495.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/22/2024,2024,4.0,5.0,34499.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/23/2024,2024,7.0,5.0,34506.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/24/2024,2024,1.0,4.5714287757873535,34507.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/25/2024,2024,3.0,4.142857074737549,34510.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/26/2024,2024,3.0,4.0,34513.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/27/2024,2024,4.0,4.142857074737549,34517.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/28/2024,2024,5.0,3.857142925262451,34522.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/29/2024,2024,1.0,3.4285714626312256,34523.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
11/30/2024,2024,4.0,3.0,34527.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/01/2024,2024,5.0,3.5714285373687744,34532.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/02/2024,2024,2.0,3.4285714626312256,34534.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/03/2024,2024,3.0,3.4285714626312256,34537.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/04/2024,2024,5.0,3.5714285373687744,34542.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/05/2024,2024,1.0,3.0,34543.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/06/2024,2024,4.0,3.4285714626312256,34547.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/07/2024,2024,2.0,3.142857074737549,34549.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/08/2024,2024,0.0,2.4285714626312256,34549.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/09/2024,2024,8.0,3.2857143878936768,34557.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/10/2024,2024,3.0,3.2857143878936768,34560.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/11/2024,2024,4.0,3.142857074737549,34564.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/12/2024,2024,2.0,3.2857143878936768,34566.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/13/2024,2024,0.0,2.7142856121063232,34566.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/14/2024,2024,5.0,3.142857074737549,34571.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/15/2024,2024,1.0,3.2857143878936768,34572.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/16/2024,2024,1.0,2.2857143878936768,34573.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/17/2024,2024,2.0,2.142857074737549,34575.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/18/2024,2024,9.0,2.857142925262451,34584.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/19/2024,2024,6.0,3.4285714626312256,34590.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/20/2024,2024,5.0,4.142857074737549,34595.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/21/2024,2024,1.0,3.5714285373687744,34596.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/22/2024,2024,1.0,3.5714285373687744,34597.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/23/2024,2024,6.0,4.285714149475098,34603.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/24/2024,2024,2.0,4.285714149475098,34605.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/25/2024,2024,3.0,3.4285714626312256,34608.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/26/2024,2024,3.0,3.0,34611.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/27/2024,2024,0.0,2.2857143878936768,34611.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/28/2024,2024,5.0,2.857142925262451,34616.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/29/2024,2024,1.0,2.857142925262451,34617.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/30/2024,2024,8.0,3.142857074737549,34625.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
12/31/2024,2024,4.0,3.4285714626312256,34629.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/01/2025,2025,1.0,3.142857074737549,34630.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/02/2025,2025,3.0,3.142857074737549,34633.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/03/2025,2025,5.0,3.857142925262451,34638.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/04/2025,2025,2.0,3.4285714626312256,34640.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/05/2025,2025,1.0,3.4285714626312256,34641.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/06/2025,2025,5.0,3.0,34646.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/07/2025,2025,2.0,2.7142856121063232,34648.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/08/2025,2025,5.0,3.2857143878936768,34653.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/09/2025,2025,2.0,3.142857074737549,34655.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/10/2025,2025,3.0,2.857142925262451,34658.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/11/2025,2025,3.0,3.0,34661.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/12/2025,2025,0.0,2.857142925262451,34661.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/13/2025,2025,4.0,2.7142856121063232,34665.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/14/2025,2025,1.0,2.5714285373687744,34666.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/15/2025,2025,2.0,2.142857074737549,34668.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/16/2025,2025,2.0,2.142857074737549,34670.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
01/17/2025,2025,1.0,1.8571428060531616,34671.0,Data as Reported to CDC as of 01 Sep 2025 2:00 PM EDT
